temperature,humidite_air,humidite_sol,type_sol,culture,N,K,P,engrais,zone,ph_sol,pluie,source,culture_enc,engrais_enc,type_sol_enc,zone_enc
28.606067739749523,54.17380666142191,38.54242175292205,Limoneux,Coton,12.525233503526895,4.91492543704134,26.39303706975412,DAP,soudanienne,6.079475694041449,166.7833200922074,augmente,1,0,1,1
28.596214540163786,46.498898478361355,41.58108538613832,Sableux,Arachide,4.280797992002643,3.2127869449018207,19.904376391172924,DAP,sahelienne,6.797223829127704,41.05132012106217,augmente,0,0,2,0
34.560351879697244,50.11715610211043,36.80535656704681,Sableux,Mais,15.127174656742817,0.3159809756561103,37.408569695481475,DAP,soudanienne,6.43989977410166,98.95887098837468,augmente,2,0,2,1
33.954437214673284,65.00288835527671,50.826433596324584,Sableux,Arachide,9.772940529291635,5.269730254374583,22.280510892718546,DAP,sahelienne,6.0036537394829015,41.70142030592526,augmente,0,0,2,0
29.511273819876845,61.71009444878134,43.55933315618125,Limoneux,Sorgho,7.996454992853148,3.69081342098876,35.47732839545252,DAP,sahelienne,6.328034536557803,45.630986029402465,augmente,4,0,1,0
31.537189339614212,65.95816561699651,52.19019235563265,Limoneux,Coton,6.500191777928227,11.617701487675863,25.879115445344823,DAP,sahelienne,7.912579057274797,1.4765135234418114,augmente,1,0,1,0
26.428576954236892,64.59535615552444,38.900018761229276,Argileux,Mais,8.778819570174049,9.306781343292325,32.12139493316887,DAP,soudanienne,6.684400384346801,116.12395209647075,augmente,2,0,0,1
31.946342024273342,51.71688743444169,40.28175648632228,Sableux,Mais,8.951229543028209,10.443359234703124,22.172336144557146,DAP,soudanienne,6.166758576593035,32.01482109734612,augmente,2,0,2,1
30.788816071418356,65.57968593260405,42.98907074948268,Sableux,Mais,11.94375542504731,5.462952835552378,31.740242252711884,DAP,soudanienne,5.710004286301564,136.02193968665546,augmente,2,0,2,1
25.985213911526387,55.45808778632822,23.173078776870916,Sableux,Coton,4.253199607621811,2.6004554392622863,28.452878457532194,DAP,sahelienne,7.948154664021606,73.77846958709839,augmente,1,0,2,0
27.095847633594786,63.69441954949008,40.99770453590048,Sableux,Coton,9.151977969594487,11.978869908085473,19.166346324466073,DAP,sahelienne,7.57232472798253,8.649868198167683,augmente,1,0,2,0
31.311844421144343,65.84890067388851,31.165899297444547,Argileux,Arachide,7.730283475753771,8.081618537929801,30.047122901412024,DAP,soudanienne,6.710097350569621,174.82075921324216,augmente,0,0,0,1
32.008784600209175,61.955467009314184,41.14337166567524,Argileux,Sorgho,9.772477333632036,7.19617080530456,34.54428496170882,DAP,soudanienne,6.273703947987167,56.25200407609492,augmente,4,0,0,1
30.93615215621511,56.58375658164388,48.97981200173723,Sableux,Arachide,10.9895666191793,16.123796152479066,21.713129017200664,DAP,sahelienne,6.882104489961921,76.44971038250848,augmente,0,0,2,0
26.81449732603423,62.44888546024374,49.759657735824945,Limoneux,Arachide,9.03857652674507,0.0,31.20982337261407,DAP,sahelienne,6.9499049513377775,55.51936867114205,augmente,0,0,1,0
30.191538976289568,61.51581664315406,32.60621386186957,Argileux,Coton,9.012858836688578,0.0,37.48560388428161,DAP,soudanienne,5.855154023607655,181.01562555889623,augmente,1,0,0,1
30.0830742806342,57.683529239026086,46.145974810039476,Sableux,Mais,10.379431240865628,10.499643305740465,48.74897586334272,DAP,sahelienne,7.55277631935379,5.787880791798843,augmente,2,0,2,0
34.44956762436969,67.92848337968424,58.206783911311625,Sableux,Coton,10.942542368172285,2.034097121224926,28.51592448859855,DAP,soudanienne,6.412563260097057,100.64566907722352,augmente,1,0,2,1
31.442152941871342,63.77689259235777,49.481646584868095,Sableux,Sorgho,6.940579739441111,6.111893188146939,40.28081680297254,DAP,sahelienne,7.27005945999478,68.96672686721851,augmente,4,0,2,0
37.15084265043263,70.67069571333934,43.743897878552104,Argileux,Arachide,10.553036968663074,11.631291380616936,35.671210514450635,DAP,soudanienne,6.7565995124388385,34.357821895553364,augmente,0,0,0,1
35.30098701500886,62.51320035227962,38.21303580053698,Limoneux,Sorgho,9.09161663414099,2.4263950037484054,42.647227843744176,DAP,sahelienne,7.463007169782062,23.093304214036834,augmente,4,0,1,0
25.497749344167627,59.69409869666358,29.643950811863576,Sableux,Mais,9.007292781108934,7.547999841861535,41.076139183816494,DAP,sahelienne,7.002564693721725,62.475585516038976,augmente,2,0,2,0
29.37805305780162,64.74023712665472,42.33391347999694,Sableux,Coton,9.639788880338454,7.593159697850571,33.009390668849264,DAP,sahelienne,6.4079729902271225,40.05879249153587,augmente,1,0,2,0
28.49350511063225,67.9998215735107,33.31572601630927,Limoneux,Sorgho,12.939338066610855,10.500949431083463,37.40739870013528,DAP,soudanienne,6.689954225873051,145.78042715815,augmente,4,0,1,1
31.167313706920208,63.93179511673076,76.87385042711858,Argileux,Arachide,6.166472305856202,4.807255768461896,30.573751203402864,DAP,soudanienne,6.8131261620762205,182.29080069096787,augmente,0,0,0,1
35.31445820656873,65.76495979109673,45.23588137350264,Sableux,Coton,5.551003442969417,0.7361405245126091,32.27645835329112,DAP,sahelienne,7.514820383538396,57.11316672669074,augmente,1,0,2,0
29.16825047543324,65.37623506026759,50.41831479796417,Limoneux,Arachide,10.235864657532755,2.768252174377712,23.2810147551971,DAP,sahelienne,6.111973797573562,67.9002160452188,augmente,0,0,1,0
30.184290663846443,55.60975501785879,46.722934824382456,Argileux,Arachide,6.566591500923122,11.952116633261683,28.121770722160722,DAP,soudanienne,6.821574593841548,59.6083396693829,augmente,0,0,0,1
25.04308501668719,69.02244620520605,44.06078618771404,Sableux,Arachide,12.866230938891132,2.8597684192091424,21.776157323397783,DAP,sahelienne,6.183757164574268,44.484586815316916,augmente,0,0,2,0
37.470291582071965,64.68280138645142,53.20653632440897,Argileux,Coton,10.059692707359094,18.159820708785865,36.70662859747709,DAP,soudanienne,6.8354747295215486,174.71192045452256,augmente,1,0,0,1
29.611531379258988,52.374966298772534,35.12581303722234,Limoneux,Arachide,11.43583466269564,14.159657344126568,32.36319633277006,DAP,soudanienne,5.725796400747683,95.80814513492273,augmente,0,0,1,1
33.65688508478918,56.960062421296065,38.027678736397014,Limoneux,Coton,12.455794214894958,10.397805028817057,30.333138675075414,DAP,sahelienne,6.588473490320034,46.05754442649634,augmente,1,0,1,0
33.56399161617869,64.25559538997295,47.554730940635,Limoneux,Coton,7.843543203131619,6.387008371043219,28.78489493801961,DAP,soudanienne,6.5851777045399515,118.05981435111991,augmente,1,0,1,1
30.79822780616733,61.08752085661103,42.78844278613331,Argileux,Arachide,7.840723646376137,0.0,32.49372465051976,DAP,soudanienne,6.680702410822002,105.9549830513597,augmente,0,0,0,1
29.897227115414676,54.966169950229464,60.45799532812234,Limoneux,Coton,10.46825490848313,6.777285461568285,33.95489122098947,DAP,soudanienne,6.135052872738907,140.03765185881062,augmente,1,0,1,1
29.60758130990935,63.65549251355116,45.51444653186775,Limoneux,Sorgho,10.13916385991853,1.4618784304315966,27.915373886567895,DAP,sahelienne,6.509391526195866,51.899754978932336,augmente,4,0,1,0
32.44737869431749,55.42288369748572,26.968903567985958,Argileux,Arachide,10.553756751540956,12.121933929003408,27.75384749425208,DAP,soudanienne,6.778239365615086,174.85931204443486,augmente,0,0,0,1
31.933844864067552,61.15262845775034,46.00713209908093,Limoneux,Coton,6.848866858208835,1.2581831617581694,36.73696047585689,DAP,soudanienne,7.595398003502717,41.665389372007944,augmente,1,0,1,1
27.40789323636161,60.38792902345894,48.45612674893521,Sableux,Coton,8.198628241852994,10.115496318484084,22.447429064529114,DAP,soudanienne,7.387734918245366,53.108836960648276,augmente,1,0,2,1
34.57331660948771,63.520205582745184,41.25877016018402,Argileux,Coton,11.983852734883833,6.0534847794951405,33.04001921417146,DAP,soudanienne,6.580292939039737,89.22286142503755,augmente,1,0,0,1
28.408282767060104,57.80070051943951,36.790582673333674,Sableux,Sorgho,15.614333073577948,0.0,36.78433919312099,DAP,sahelienne,5.953769904053739,61.74443747825877,augmente,4,0,2,0
31.190223150322016,64.448097013256,33.905710553892995,Limoneux,Arachide,8.776703413440082,1.5785504242249573,35.47725281827034,DAP,sahelienne,6.598620558232301,36.4732749617691,augmente,0,0,1,0
30.796164913671756,68.65916754921874,41.238714487816175,Limoneux,Arachide,12.331354492300969,1.2622519638948804,32.91522705398986,DAP,sahelienne,6.42677664259446,35.44607463467591,augmente,0,0,1,0
37.52450204160857,57.1351665733381,46.266950134477796,Limoneux,Mais,10.755268073785718,1.673247575375,35.81031814680254,DAP,sahelienne,6.887546310513228,75.21408506408453,augmente,2,0,1,0
26.836697584782776,62.21910434343405,49.695072619882865,Sableux,Arachide,12.241178025711829,0.21365288182844644,31.876715272358386,DAP,sahelienne,6.48657267476508,36.45886512067878,augmente,0,0,2,0
35.24148956267161,55.22544506073795,37.29869652657315,Argileux,Arachide,12.769518348216291,4.204182669252063,35.41467156875162,DAP,soudanienne,7.440379660264057,44.9500076354715,augmente,0,0,0,1
35.32180114404178,65.20612307126656,45.05208908699439,Limoneux,Coton,8.507093513920612,10.140966112050677,14.841171669293171,DAP,soudanienne,7.669368475204326,3.0732501469446616,augmente,1,0,1,1
28.500320744232866,63.27519871856981,35.72580449742826,Limoneux,Coton,15.273306405883886,10.333412280048414,34.2164698568796,DAP,soudanienne,6.3477190331567,9.573119781221418,augmente,1,0,1,1
36.32989014959768,59.50335373109874,21.04406267150465,Argileux,Coton,12.005202456266751,2.8455940606878345,39.21942698238026,DAP,soudanienne,6.993373252444632,139.662664788112,augmente,1,0,0,1
32.9588847948369,60.70614655996707,48.78528887704533,Argileux,Arachide,12.919467482838815,1.7432673294279173,27.683918395571027,DAP,soudanienne,7.792446872546257,144.4866846044826,augmente,0,0,0,1
29.809202356516924,59.98184357715,41.17538216115225,Sableux,Mais,13.173153893723544,2.898870168729803,38.1749962611401,DAP,sahelienne,6.352191348959841,27.89622486743827,augmente,2,0,2,0
27.206176334343223,62.8633153511046,56.75781124902971,Limoneux,Mais,12.824295780232184,3.8562389688125798,25.8757314023905,DAP,soudanienne,7.110914251231419,23.595799887405143,augmente,2,0,1,1
33.092652165543406,59.62274704800336,15.102748678630174,Argileux,Mais,12.648387414103663,7.261329711250351,25.41047867587318,DAP,soudanienne,5.638044066876014,25.715452159375694,augmente,2,0,0,1
30.401522471422698,54.68209227209219,35.53770187278532,Limoneux,Sorgho,10.486555104941996,12.603866983691056,28.74499826071586,DAP,soudanienne,6.766728002515746,114.99069864592828,augmente,4,0,1,1
31.041673559120024,57.52911253052062,39.02770042508423,Argileux,Sorgho,13.21422798444042,5.81839520034923,38.571920462937186,DAP,soudanienne,7.638286160907346,177.81847964979204,augmente,4,0,0,1
32.77225983442267,62.70853965951635,25.754602135971627,Limoneux,Coton,4.357868969929638,6.354690232464518,39.43877125288674,DAP,sahelienne,7.271821449762249,65.12535247610134,augmente,1,0,1,0
31.320517333755255,61.42419972154564,59.26554817647164,Sableux,Coton,8.383553204913117,4.592640072446431,25.96892513068393,DAP,sahelienne,6.4215516312457215,49.77335393388862,augmente,1,0,2,0
25.232203757076174,57.528479697125725,40.85842092469759,Argileux,Mais,9.612962122473478,9.254890012702154,43.50679869803157,DAP,soudanienne,6.468227934188325,102.7305343642659,augmente,2,0,0,1
26.821037855992437,58.84843024736995,39.84165067576894,Limoneux,Mais,12.413025136029002,3.178543535946193,39.71034712637122,DAP,soudanienne,6.281014744199079,117.75189271300191,augmente,2,0,1,1
29.11017657631192,58.61641349634131,48.75634090617041,Sableux,Sorgho,6.705751736948892,15.691587695013716,15.429414514605597,DAP,soudanienne,5.514302328854912,40.492436727766275,augmente,4,0,2,1
28.49221510947991,53.06422697393582,52.07302336776227,Argileux,Mais,16.480677851628336,5.670005616579777,37.64521276196368,DAP,soudanienne,5.563428720105789,42.950733165016544,augmente,2,0,0,1
33.99682167966234,63.61782552394832,36.11562161543719,Sableux,Arachide,12.853441266188161,7.393662644559475,29.358469266520782,DAP,sahelienne,6.582700509005328,72.35402738537202,augmente,0,0,2,0
34.35194595111641,55.55203883777019,30.2236629770876,Limoneux,Arachide,10.40583963072088,5.21745372189517,23.384237577082423,DAP,sahelienne,7.200396366897197,74.32930821530606,augmente,0,0,1,0
29.10549139068188,65.8629695510167,44.794250426615186,Sableux,Arachide,11.563503918161587,2.939188279150365,41.920883746413345,DAP,soudanienne,6.287639923296636,97.07447424091009,augmente,0,0,2,1
33.820581720117694,58.687474595466576,30.581034316721762,Sableux,Mais,9.630058874436891,4.926319922109381,43.35262749602539,DAP,sahelienne,7.86640960744686,53.46885616939153,augmente,2,0,2,0
27.328710169593993,64.2940312164258,59.56108991350812,Sableux,Arachide,10.453958561485859,6.936537227059603,46.34405579341638,DAP,sahelienne,7.69674395956519,23.990859204464392,augmente,0,0,2,0
32.25969839218327,65.62752524221868,42.36830549401962,Limoneux,Arachide,13.165992588681178,13.114648828725546,38.3066047700498,DAP,soudanienne,6.398612565455598,139.73139601624803,augmente,0,0,1,1
33.630341148252384,64.63377421322966,46.215018269991454,Limoneux,Mais,7.453615888132548,6.80854239515474,20.705092890611056,DAP,sahelienne,7.190140012533133,41.01504578630491,augmente,2,0,1,0
32.85351476118349,59.96854352287328,49.69625786570033,Argileux,Sorgho,11.666593590755337,4.310017230929396,32.97363406252647,DAP,soudanienne,7.882540440101106,8.40115348376238,augmente,4,0,0,1
27.94708212168967,67.89197481745623,37.081048315469175,Sableux,Arachide,16.1839438109115,0.0,30.87192158822062,DAP,soudanienne,7.496929572786572,121.7009225941573,augmente,0,0,2,1
31.897850770702092,56.72418375854342,57.08407766935163,Sableux,Coton,11.266059816485397,14.045765425307433,34.5738004870392,DAP,sahelienne,7.282570505722742,30.913244946446497,augmente,1,0,2,0
31.695865766924005,63.05895223265961,34.95604113407544,Sableux,Mais,13.069220244002103,9.307267125262575,35.67533092514147,DAP,sahelienne,7.387446832872908,68.89995081464521,augmente,2,0,2,0
31.959902647434433,59.63954468987493,50.21000452342393,Sableux,Coton,10.578994649266408,0.0,20.473796410046603,DAP,sahelienne,5.613875389913381,42.48875380353244,augmente,1,0,2,0
27.09406902436642,57.29447309689972,58.12452181704185,Sableux,Coton,10.803240786412179,4.9680492316755505,41.028908223756744,DAP,soudanienne,7.762323792454538,90.0780152811862,augmente,1,0,2,1
28.29388808603219,63.164075588022726,50.64432255836295,Sableux,Mais,9.378426338382368,0.0,38.86797017111563,DAP,sahelienne,7.973333217070689,69.99915960195372,augmente,2,0,2,0
35.41161023923643,65.08535809167775,30.017530799984506,Sableux,Coton,9.030737282885546,7.839888558784251,32.58717056953364,DAP,sahelienne,7.1040499967860224,2.431793184922091,augmente,1,0,2,0
30.166734694845772,58.291851040774986,30.816069789372406,Sableux,Mais,14.379888351843748,7.251675922690511,41.81505649864693,DAP,sahelienne,7.085569997034037,57.79690482711632,augmente,2,0,2,0
33.98270626088459,66.04471114559364,31.3213259479394,Sableux,Sorgho,13.19382762766837,5.332995949022625,26.821421607868945,DAP,sahelienne,6.9079952311204025,24.794392738333315,augmente,4,0,2,0
30.20490718254767,53.49056900522754,56.121137567560545,Argileux,Sorgho,9.36545047693896,17.160468879641435,37.32783417414923,DAP,soudanienne,6.539152503751123,61.967954305535656,augmente,4,0,0,1
28.02266644235884,62.938254922077526,49.28922553314589,Argileux,Arachide,13.442805849166062,12.651626982124245,26.299820886649282,DAP,soudanienne,6.322739700786899,12.33605925061909,augmente,0,0,0,1
31.729076046634706,70.35059786408812,54.54630809493396,Sableux,Mais,10.765435524069979,6.7647424310720226,33.85111090779112,DAP,soudanienne,7.942427636565652,6.15731377214932,augmente,2,0,2,1
29.4485379387624,64.68827203581155,29.30930562997487,Sableux,Coton,11.2402596044823,13.486266735567279,33.24097688514316,DAP,sahelienne,7.019058939709847,16.539731659219132,augmente,1,0,2,0
25.480005725965725,67.51853931405597,27.324809317412708,Argileux,Mais,12.126040519458407,3.4924004841212506,30.627920171539948,DAP,soudanienne,7.38834732375993,183.09459751470303,augmente,2,0,0,1
29.1872130160886,59.13772615606035,44.161321924007225,Sableux,Mais,10.105359607250401,4.710475410404451,34.332787019435536,DAP,sahelienne,7.591484447827378,34.578166039283374,augmente,2,0,2,0
29.793494951280483,59.943701496537145,50.8805748946514,Argileux,Arachide,8.472591112952808,5.733019221041016,40.62948908446279,DAP,soudanienne,6.558964567197697,188.55440022105532,augmente,0,0,0,1
28.887816723077034,60.893787431791466,29.310146805315803,Argileux,Arachide,11.468132418610411,13.104925525288468,33.323279645233235,DAP,soudanienne,6.822758169151096,92.49885480248763,augmente,0,0,0,1
30.41620867459432,60.0384293306797,58.3429663944866,Limoneux,Coton,10.087894768101352,6.729066206052632,23.23466260984364,DAP,sahelienne,6.37785922639203,68.17713653783835,augmente,1,0,1,0
30.53784195846585,59.32534477165134,48.24861907600914,Limoneux,Coton,11.13441045345258,5.565052603364526,31.100022117739513,DAP,sahelienne,6.1827036258032955,48.98507078775378,augmente,1,0,1,0
29.982774312292705,61.289120019403306,34.42561413771138,Sableux,Arachide,11.060873489198602,10.034752707802305,27.148779073036504,DAP,sahelienne,5.784406156201629,24.002438447639733,augmente,0,0,2,0
28.964506431148614,59.683711239504895,45.76442051345219,Sableux,Mais,11.703101111337801,9.942010863658385,25.890608535967488,DAP,sahelienne,7.86821080772442,35.228141911460185,augmente,2,0,2,0
30.506329288180495,62.402709128964894,34.4900229747988,Sableux,Coton,11.686150976131387,0.0,31.387221392525895,DAP,sahelienne,6.035131140568586,15.813674949941516,augmente,1,0,2,0
28.494598868000033,63.527254677016465,42.46186709101934,Argileux,Coton,9.360288434263516,7.208181933209592,31.68196583739837,DAP,soudanienne,7.862088632551844,120.42036602546995,augmente,1,0,0,1
32.500987172707795,58.106541969977606,24.42857919772923,Argileux,Mais,10.61315612118406,9.334748126608824,22.1458476088674,DAP,soudanienne,5.7865998589642675,5.526366571186125,augmente,2,0,0,1
27.861530755140436,56.44824670099997,37.493668992441165,Sableux,Arachide,11.119319508850197,9.270794288188053,33.06427344072219,DAP,sahelienne,7.647955498527772,31.8834971492306,augmente,0,0,2,0
30.433251500732716,59.33717798306567,53.06599477444357,Sableux,Mais,9.44227163952091,11.13572825232657,29.785497531119788,DAP,sahelienne,5.510934955707524,47.810319455644795,augmente,2,0,2,0
35.46179817815634,57.711982331985155,56.21323140420676,Argileux,Sorgho,11.624897270792005,14.295180982783446,29.027842863891948,DAP,soudanienne,6.110236431231506,83.93445843145366,augmente,4,0,0,1
30.915966169789186,68.08429514949384,39.61721860334642,Limoneux,Coton,12.134963120030108,2.8240395509233864,36.72895812223777,DAP,sahelienne,6.667418522909495,15.948010315574903,augmente,1,0,1,0
26.159238715671023,60.60494388266882,43.96333944685524,Limoneux,Coton,14.310560469159016,11.058506340755073,30.54551537877128,DAP,sahelienne,5.527409132828859,52.20215022003351,augmente,1,0,1,0
34.6233853378635,55.456579788764,44.43930367867709,Limoneux,Mais,12.384485177913174,2.0561622033621543,24.38092824042972,DAP,soudanienne,6.631411258588956,84.23827596507816,augmente,2,0,1,1
31.702457248368287,59.724860921616326,33.195400743542166,Limoneux,Arachide,11.141948167551124,0.0,15.353074511176978,DAP,sahelienne,5.6819059405990675,33.27332263461728,augmente,0,0,1,0
32.06143467939189,66.4417011711845,44.1013451901952,Sableux,Arachide,13.667459739577808,2.764268618682422,43.48962060638553,DAP,sahelienne,6.412614233690284,53.896931817667905,augmente,0,0,2,0
32.398850626837145,60.84165009227519,56.395877482441904,Argileux,Mais,11.512887022835583,0.0,31.3500055721084,DAP,soudanienne,6.73960007776006,177.9931737493363,augmente,2,0,0,1
23.307705122676563,59.41334664980617,42.448891499685324,Sableux,Arachide,6.497172897176322,7.576749838380222,26.43698914405958,DAP,sahelienne,7.654434599473387,49.75055711123148,augmente,0,0,2,0
30.95729851287683,53.989163248740034,54.44634703183635,Sableux,Mais,5.892581822762187,2.5396329841194394,30.360019872147262,DAP,sahelienne,7.180210976515157,10.671938814199153,augmente,2,0,2,0
27.913454243428504,56.491126513561035,54.2519947406972,Limoneux,Coton,14.68813400719068,3.147400787860585,34.18902846037286,DAP,soudanienne,7.572242779939694,77.82460192300604,augmente,1,0,1,1
26.525266741156333,60.20670579650686,58.97897001209837,Sableux,Mais,9.437170607323482,0.039306926823100774,24.69612367840198,DAP,sahelienne,7.850790383098161,33.25628626279432,augmente,2,0,2,0
29.383060539689964,62.23388815338375,50.37358917181818,Argileux,Sorgho,8.642724220350251,6.62577659359192,21.78048339942769,DAP,soudanienne,6.352291022980226,168.10717598983877,augmente,4,0,0,1
29.869844346632696,59.14977178576697,53.151465574813294,Limoneux,Arachide,7.1045208933110695,0.0,32.22693947036265,DAP,soudanienne,7.350089862460442,75.12974709860016,augmente,0,0,1,1
29.22241943950749,58.69677024027932,45.85013154919677,Argileux,Sorgho,11.383670039915195,10.753847117695756,32.30373980945324,DAP,soudanienne,7.595844551483463,137.993802428345,augmente,4,0,0,1
33.85559908955063,67.98673249608288,50.22903966736587,Sableux,Coton,12.954601396922929,4.514451105048829,31.630194219294708,DAP,sahelienne,7.581896671131785,64.8055446583382,augmente,1,0,2,0
33.15012174202023,64.46067128449438,48.920388258836596,Limoneux,Sorgho,11.11015761652962,0.0,31.998295634408485,DAP,soudanienne,7.197822078337155,112.96255621723645,augmente,4,0,1,1
34.249353753576024,57.92915699631581,50.89896175724359,Argileux,Mais,6.449553163850992,3.3950371960563364,30.298755960265176,DAP,soudanienne,5.509823303555544,20.045651328576852,augmente,2,0,0,1
29.269979215645527,62.55163576136388,33.23064622664795,Argileux,Arachide,8.154835008314393,5.6352050179861015,37.57196115582098,DAP,soudanienne,7.793564632011253,162.20433785844537,augmente,0,0,0,1
34.64728495079898,58.243586313897225,41.93034040030807,Argileux,Sorgho,11.069152324079646,9.345846703715177,40.51348106729481,DAP,soudanienne,7.461103855176822,94.56089282254494,augmente,4,0,0,1
35.34997562980562,59.235291288904705,38.780155593831175,Limoneux,Sorgho,12.048400405951947,4.170939754530947,32.00477400542186,DAP,sahelienne,7.140569976022016,66.9178553332777,augmente,4,0,1,0
29.987748972522766,60.26201617214864,39.07033698461582,Sableux,Sorgho,13.446367865195551,3.3840472358707987,24.946895001805913,DAP,sahelienne,7.758898259243205,16.52105319438272,augmente,4,0,2,0
28.13167143539949,59.552076385649336,41.64068152154998,Sableux,Mais,8.60681304785235,11.991865779981099,32.56723895257236,DAP,sahelienne,5.624806214158448,5.709361111150404,augmente,2,0,2,0
32.26103951059729,56.1318375185522,27.676501487769862,Sableux,Coton,7.917984296780238,0.0,35.506841117843194,DAP,soudanienne,7.03428045463557,96.33996760246819,augmente,1,0,2,1
33.89862635783637,59.44074730532676,35.46267692881822,Sableux,Arachide,9.632783289422301,13.118578401802775,25.509548138588563,DAP,sahelienne,6.507432000308485,65.18336013087168,augmente,0,0,2,0
28.670861278562736,66.1787082676941,48.268831209741606,Sableux,Mais,10.90421810634814,11.030178133810713,22.220696814681872,DAP,sahelienne,7.454364647038187,45.94163042056698,augmente,2,0,2,0
28.366488177445916,63.70309651751024,65.7300476367516,Sableux,Coton,9.246768367403064,3.306677785755279,27.035186265032962,DAP,sahelienne,6.045673707133465,18.943842767689503,augmente,1,0,2,0
30.90742585663241,66.01509680104431,29.84572827801771,Argileux,Sorgho,10.149312634988062,9.775053534402609,31.98088126096299,DAP,soudanienne,6.1989859263080795,154.43050096149292,augmente,4,0,0,1
31.25046868710188,56.438208119594925,38.824314323010874,Limoneux,Arachide,9.173536682105363,0.0,25.25105973830405,DAP,soudanienne,7.090100887829715,199.3467540588763,augmente,0,0,1,1
27.56733160251533,61.683022302530226,38.20264951493593,Sableux,Sorgho,8.252743496568499,15.287259699511964,28.74460335191937,DAP,sahelienne,6.131856671871133,9.68650385931702,augmente,4,0,2,0
30.227876240875165,58.144486417839275,46.645691323068284,Argileux,Arachide,14.707148995314927,16.0962313977369,23.308545898530674,DAP,soudanienne,5.759684475697027,41.76740409039677,augmente,0,0,0,1
34.89381229538636,56.16540895107647,53.26354719059796,Limoneux,Sorgho,14.77897724560912,3.9195981097852504,41.14095122503176,DAP,sahelienne,6.305833279501184,24.596973842682086,augmente,4,0,1,0
33.123642411507205,58.54650377975117,29.570679195750408,Argileux,Sorgho,10.501221749891078,0.8300178979924464,34.30631190640164,DAP,soudanienne,6.769735523828194,167.82432062123297,augmente,4,0,0,1
32.43213965103889,69.52469448224282,33.01659051517254,Sableux,Arachide,8.590222413533116,8.068286005564724,21.47761936428484,DAP,sahelienne,6.1424648446344525,0.8187085127006011,augmente,0,0,2,0
30.19289185571518,65.8163981625906,44.388552819748625,Limoneux,Mais,9.571035090842813,3.9806173505062645,26.78447169646353,DAP,sahelienne,7.195150941969188,44.9292927833164,augmente,2,0,1,0
34.19869851193201,69.39107668383838,33.43405856298146,Sableux,Arachide,12.370844227140035,8.26397118525013,32.952212258116575,DAP,sahelienne,7.545530003426158,79.35976072118808,augmente,0,0,2,0
31.08500530834508,55.339939204665335,39.108830590893106,Sableux,Sorgho,9.448203417703029,8.670794179473095,24.447802035930934,DAP,sahelienne,6.409069371927893,79.45366316786662,augmente,4,0,2,0
26.720152718050635,54.155192917007426,46.56188144513491,Sableux,Mais,9.1525399561263,4.069717926083708,32.1596875778214,DAP,sahelienne,7.391556970224864,73.77050604235282,augmente,2,0,2,0
27.69352908508093,60.43204076517091,37.2230528086145,Argileux,Coton,11.72326813005965,9.068931181654671,25.299334491636895,DAP,soudanienne,7.503024750609072,183.9061257825665,augmente,1,0,0,1
30.82503565078516,62.188598654429825,50.433997286889785,Sableux,Mais,13.796479803683123,8.652332413143963,31.737907826692982,DAP,sahelienne,7.955100218977455,72.2400868121197,augmente,2,0,2,0
28.351449781316212,66.01500059635546,37.190347501267915,Sableux,Mais,11.240082034737053,14.579056607271081,32.098836527530786,DAP,soudanienne,7.395323016242112,2.9660324863415743,augmente,2,0,2,1
35.2761520892288,60.56037902475911,44.33961254668517,Limoneux,Sorgho,9.288062516398274,7.920466176608831,40.681120350750305,DAP,soudanienne,6.329765712243741,165.1217345015188,augmente,4,0,1,1
34.56823880107359,58.13346522082807,38.10306629036941,Argileux,Arachide,15.086088596092509,0.668911350651257,31.341630501677198,DAP,soudanienne,5.500394361445142,22.2194417691981,augmente,0,0,0,1
31.726010524131098,60.682186183771094,32.292013769508166,Sableux,Sorgho,5.086584270144707,12.835190845455003,28.971689166742564,DAP,sahelienne,6.342411969617075,5.362246323001818,augmente,4,0,2,0
33.28489782418315,48.74979502053863,34.63053918614828,Sableux,Arachide,14.525883343772698,2.5403620192402294,36.50988599043344,DAP,soudanienne,5.527570210672251,120.66157567778862,augmente,0,0,2,1
33.08986836227048,63.92684587343223,39.0217052818348,Sableux,Arachide,11.884594048322631,3.698108591970788,28.116314296075107,DAP,sahelienne,5.51031788668651,37.26970469570947,augmente,0,0,2,0
28.149585249370737,63.09785125680766,37.23529902233989,Sableux,Arachide,8.314906897169857,6.909651007621218,29.176129838522833,DAP,sahelienne,6.5401755888832,38.74743218176999,augmente,0,0,2,0
28.759839412863098,68.534223270419,46.78446261788641,Limoneux,Mais,11.687800578869496,4.077643000106985,23.677142767861902,DAP,sahelienne,7.983431970400437,3.9433599219043547,augmente,2,0,1,0
33.033876083381074,58.59181079748611,51.41051819730527,Argileux,Sorgho,11.433217707135478,11.037346992944318,31.63496361248719,DAP,soudanienne,5.9905391279257385,90.60295007603769,augmente,4,0,0,1
29.482784447616993,67.66822022775416,28.77340419558989,Argileux,Sorgho,12.452852965970079,1.7869138401323,29.728844391032656,DAP,soudanienne,5.895331614298412,89.50844709325484,augmente,4,0,0,1
30.86682035433932,59.605296918902646,34.24198068893506,Limoneux,Mais,8.538840487432694,3.9133965522649383,31.599612485687807,DAP,sahelienne,6.9731794030927166,14.01794338928922,augmente,2,0,1,0
