date,ville,lat,lon,zone,temperature_moy,temperature_max,temperature_min,pluie_jour,humidite_air,vent_moy,rayonnement_solaire,point_rosee,pluie_7j,pluie_14j,mois,annee,saison,etp,humidite_sol,type_sol,ph_sol,culture,stade,culture_enc,stade_enc,saison_enc,zone_enc,irrigation
2022-08-31,Moundou,8.56,16.08,soudanienne,25.17,28.93,21.17,1.82,83.38,1.23,20.11,22.05,74.55,183.59,8,2022,pluies,2.2588962477735275,58.3197723197205,1,6.761028454115876,Mil,Levee,3,1,1,1,0
2022-09-01,Moundou,8.56,16.08,soudanienne,24.04,26.76,21.28,9.65,88.86,1.02,12.82,22.05,57.790000000000006,153.04,9,2022,pluies,2.0,41.11907320643584,1,6.7831071935549065,Arachide,Floraison,0,0,1,1,0
2022-09-02,Moundou,8.56,16.08,soudanienne,23.78,27.16,20.59,32.91,88.27,1.48,19.12,21.61,82.46000000000001,178.2,9,2022,pluies,2.0,53.17293623517776,0,6.970160045876702,Coton,Floraison,1,0,1,1,0
2022-09-03,Moundou,8.56,16.08,soudanienne,23.78,28.09,21.29,0.75,85.87,1.56,18.51,21.15,61.61,144.58999999999997,9,2022,pluies,2.0,34.431443056214505,0,5.601003636743285,Mil,Floraison,3,0,1,1,0
2022-09-04,Moundou,8.56,16.08,soudanienne,24.31,28.45,20.55,1.9,84.93,1.18,8.61,21.45,57.36,130.02,9,2022,pluies,2.0,55.10063279483691,1,6.107767960653305,Mil,Floraison,3,0,1,1,0
2022-09-05,Moundou,8.56,16.08,soudanienne,24.86,29.2,21.43,1.76,82.64,0.86,22.12,21.47,53.059999999999995,129.36,9,2022,pluies,2.4683371647091152,41.384606419898596,0,6.252278461226416,Sorgho,Floraison,4,0,1,1,0
2022-09-06,Moundou,8.56,16.08,soudanienne,25.2,28.84,21.35,0.79,81.93,0.67,17.93,21.77,49.580000000000005,128.41,9,2022,pluies,2.0,43.369020485917744,1,5.850714798776533,Arachide,Floraison,0,0,1,1,0
2022-09-07,Moundou,8.56,16.08,soudanienne,25.85,29.46,22.0,2.02,83.1,0.82,23.79,22.66,49.78,124.33,9,2022,pluies,2.66155903126781,42.363333184680734,0,6.883052785812863,Arachide,Floraison,0,0,1,1,0
2022-09-08,Moundou,8.56,16.08,soudanienne,25.56,28.93,22.59,21.65,84.8,0.69,12.51,22.67,61.779999999999994,119.57,9,2022,pluies,2.0,41.5069624692765,0,5.632192576994431,Mil,Floraison,3,0,1,1,0
2022-09-09,Moundou,8.56,16.08,soudanienne,23.86,26.8,21.51,117.86,89.85,1.82,18.64,22.03,146.73,229.19,9,2022,pluies,2.0,86.88804561986264,0,6.142759142035907,Mil,Floraison,3,0,1,1,0
2022-09-10,Moundou,8.56,16.08,soudanienne,23.26,26.12,20.96,100.08,91.19,2.38,13.63,21.69,246.06,307.66999999999996,9,2022,pluies,2.0,90.0,2,5.777786081990291,Coton,Floraison,1,0,1,1,0
2022-09-11,Moundou,8.56,16.08,soudanienne,24.76,29.43,20.34,0.7,84.65,1.42,17.14,21.79,244.85999999999999,302.22,9,2022,pluies,2.0638701868486042,90.0,2,6.523208216250476,Mil,Floraison,3,0,1,1,0
2022-09-12,Moundou,8.56,16.08,soudanienne,25.24,29.57,21.24,1.81,84.71,1.22,18.96,22.32,244.91,297.97,9,2022,pluies,2.210146670666212,90.0,0,6.557488496710627,Sorgho,Floraison,4,0,1,1,0
2022-09-13,Moundou,8.56,16.08,soudanienne,24.74,28.46,22.07,19.88,86.03,1.17,18.33,22.11,264.0,313.58000000000004,9,2022,pluies,2.0,90.0,0,6.808771023209752,Arachide,Floraison,0,0,1,1,0
2022-09-14,Moundou,8.56,16.08,soudanienne,24.66,28.3,21.55,25.5,86.05,1.17,19.03,22.07,287.47999999999996,337.26,9,2022,pluies,2.0,90.0,0,6.113455847751212,Sorgho,Floraison,4,0,1,1,0
2022-09-15,Moundou,8.56,16.08,soudanienne,24.89,28.15,21.08,1.49,84.53,1.29,16.96,22.0,267.32,329.1,9,2022,pluies,2.0,90.0,0,6.662665566987763,Mil,Floraison,3,0,1,1,0
2022-09-16,Moundou,8.56,16.08,soudanienne,24.52,28.63,21.55,2.39,85.63,1.92,21.66,21.81,151.85000000000002,298.58000000000004,9,2022,pluies,2.28880471401031,90.0,0,6.324370851906831,Mil,Floraison,3,0,1,1,0
2022-09-17,Moundou,8.56,16.08,soudanienne,24.21,27.48,21.43,1.86,86.0,1.78,10.11,21.63,53.63000000000002,299.69000000000005,9,2022,pluies,2.0,43.65888768268796,0,6.7184063649872305,Mil,Floraison,3,0,1,1,0
2022-09-18,Moundou,8.56,16.08,soudanienne,23.78,26.09,22.08,7.39,92.15,1.08,19.91,22.42,60.320000000000014,305.18,9,2022,pluies,2.0,58.7759651500434,1,5.628068486843079,Sorgho,Floraison,4,0,1,1,0
2022-09-19,Moundou,8.56,16.08,soudanienne,25.06,29.41,21.28,14.9,85.68,0.95,24.07,22.33,73.41000000000003,318.32,9,2022,pluies,2.7603333267411307,53.84946058215215,1,6.195171480087964,Mil,Floraison,3,0,1,1,0
2022-09-20,Moundou,8.56,16.08,soudanienne,24.31,27.82,21.28,10.15,90.16,1.55,10.8,22.53,63.680000000000014,327.68,9,2022,pluies,2.0,49.805170100920286,0,5.725840888420484,Mais,Floraison,2,0,1,1,0
2022-09-21,Moundou,8.56,16.08,soudanienne,24.97,29.14,21.69,11.9,85.74,1.34,25.36,22.22,50.08000000000001,337.56,9,2022,pluies,2.778143245836007,43.733821778244895,1,6.68553322681219,Mais,Floraison,2,0,1,1,0
2022-09-22,Moundou,8.56,16.08,soudanienne,25.28,28.42,22.24,13.72,85.32,0.8,23.87,22.58,62.31000000000002,329.63000000000005,9,2022,pluies,2.3988900896727454,54.18326128380342,0,5.729007078053428,Mil,Floraison,3,0,1,1,0
2022-09-23,Moundou,8.56,16.08,soudanienne,25.56,29.12,22.44,5.21,80.35,0.55,13.2,21.77,65.13000000000001,216.98000000000002,9,2022,pluies,2.0,55.279856553020906,0,5.512090555763925,Mais,Floraison,2,0,1,1,0
2022-09-24,Moundou,8.56,16.08,soudanienne,25.27,30.28,21.01,11.1,83.15,1.32,19.5,22.01,74.37000000000002,128.00000000000003,9,2022,pluies,2.3995916902062895,52.577623050887794,1,6.8942856099275955,Mais,Floraison,2,0,1,1,0
2022-09-25,Moundou,8.56,16.08,soudanienne,24.93,29.11,21.32,7.63,85.62,1.1,20.63,22.18,74.61000000000001,134.93,9,2022,pluies,2.308813476546362,52.304543964018336,0,6.226897474284485,Coton,Floraison,1,0,1,1,0
2022-09-26,Moundou,8.56,16.08,soudanienne,24.93,28.15,22.79,6.41,84.42,0.91,18.92,22.07,66.12000000000002,139.53,9,2022,pluies,2.0,55.845320700064605,0,6.977786331888962,Arachide,Floraison,0,0,1,1,0
2022-09-27,Moundou,8.56,16.08,soudanienne,23.91,26.18,21.26,8.29,84.65,0.84,9.31,21.12,64.26000000000002,127.94000000000001,9,2022,pluies,2.0,55.34965608723864,0,6.179495851541455,Mais,Floraison,2,0,1,1,0
2022-09-28,Moundou,8.56,16.08,soudanienne,24.86,28.92,20.13,2.01,80.24,1.33,19.3,21.11,54.37000000000001,104.45000000000002,9,2022,pluies,2.290659813377313,42.150042126239896,2,6.386188955020974,Mais,Floraison,2,0,1,1,0
2022-09-29,Moundou,8.56,16.08,soudanienne,24.45,28.42,21.25,1.24,84.63,1.33,20.54,21.58,41.89000000000001,104.20000000000002,9,2022,pluies,2.180593581836833,26.929183512250827,1,6.616262943816075,Mil,Floraison,3,0,1,1,0
2022-09-30,Moundou,8.56,16.08,soudanienne,24.99,29.6,20.58,0.92,83.15,0.92,20.81,21.72,37.60000000000001,102.73000000000002,9,2022,pluies,2.5096065233427467,34.22878732794229,0,5.921197507413049,Mais,Floraison,2,0,1,1,0
2022-10-01,Moundou,8.56,16.08,soudanienne,26.11,29.56,22.07,0.41,78.39,0.78,21.32,21.95,26.91000000000001,101.28000000000002,10,2022,pluies,2.4042495609848817,34.16518059178102,1,5.69928459829268,Arachide,Maturation,0,2,1,1,0
2022-10-02,Moundou,8.56,16.08,soudanienne,25.7,29.24,22.24,0.23,81.21,0.84,14.01,22.13,19.510000000000012,94.12000000000002,10,2022,pluies,2.0,38.36841792493847,0,6.491694269576537,Arachide,Maturation,0,2,1,1,0
2022-10-03,Moundou,8.56,16.08,soudanienne,24.85,28.64,21.56,7.9,83.97,0.93,21.74,21.83,21.000000000000014,87.12000000000002,10,2022,pluies,2.3151716898229266,18.16429426361538,2,6.2660302148353795,Mais,Maturation,2,2,1,1,0
2022-10-04,Moundou,8.56,16.08,soudanienne,23.34,26.0,20.48,9.59,77.18,0.59,17.31,18.97,22.300000000000015,86.56,10,2022,pluies,2.0,24.279001230185994,1,6.740201747839295,Mil,Maturation,3,2,1,1,0
2022-10-05,Moundou,8.56,16.08,soudanienne,24.41,28.74,20.79,19.7,82.35,1.03,20.27,21.1,39.99000000000001,94.36000000000001,10,2022,pluies,2.263813598122045,34.26867506932236,1,5.5676031888044974,Mil,Maturation,3,2,1,1,0
2022-10-06,Moundou,8.56,16.08,soudanienne,24.89,28.84,21.01,17.96,84.25,0.97,16.83,21.89,56.71000000000002,98.60000000000002,10,2022,pluies,2.0,55.68113737602052,1,6.317155160653634,Arachide,Maturation,0,2,1,1,0
2022-10-07,Moundou,8.56,16.08,soudanienne,24.5,28.26,21.21,9.79,87.26,1.11,13.03,22.13,65.58000000000001,103.18,10,2022,pluies,2.0,50.82440949678958,1,5.778633841964868,Sorgho,Maturation,4,2,1,1,0
2022-10-08,Moundou,8.56,16.08,soudanienne,24.19,26.79,21.78,2.47,87.63,0.9,15.5,21.96,67.64000000000001,94.55000000000001,10,2022,pluies,2.0,45.850714084394156,2,6.425976167048083,Sorgho,Maturation,4,2,1,1,0
2022-10-09,Moundou,8.56,16.08,soudanienne,24.74,29.15,20.81,0.28,83.13,1.01,23.31,21.54,67.69000000000001,87.2,10,2022,pluies,2.6872667806093116,56.14036698045274,1,6.640659655693378,Sorgho,Maturation,4,2,1,1,0
2022-10-10,Moundou,8.56,16.08,soudanienne,24.53,27.92,21.88,1.48,82.69,0.81,18.79,21.28,61.27000000000002,82.27000000000001,10,2022,pluies,2.0,45.866030359713385,0,5.894515287888412,Mais,Maturation,2,2,1,1,0
2022-10-11,Moundou,8.56,16.08,soudanienne,24.76,28.94,21.75,3.01,84.93,1.35,17.09,21.91,54.69000000000001,76.99000000000002,10,2022,pluies,2.0,36.50878908649433,0,6.222683019987398,Mil,Maturation,3,2,1,1,0
2022-10-12,Moundou,8.56,16.08,soudanienne,24.65,28.66,21.51,2.88,85.69,1.5,18.59,21.94,37.87000000000001,77.86000000000001,10,2022,pluies,2.0,29.57908684906695,0,6.130306249388955,Sorgho,Maturation,4,2,1,1,0
2022-10-13,Moundou,8.56,16.08,soudanienne,25.61,30.23,21.84,0.83,82.11,1.49,23.03,22.12,20.740000000000013,77.45000000000002,10,2022,pluies,2.717394570505873,38.54529368095834,0,6.632306212916628,Sorgho,Maturation,4,2,1,1,0
2022-10-14,Moundou,8.56,16.08,soudanienne,25.42,28.42,22.38,1.44,82.9,0.8,18.68,22.18,12.390000000000015,77.97000000000001,10,2022,pluies,2.0,24.503964551546247,0,6.399801679304926,Arachide,Maturation,0,2,1,1,0
2022-10-15,Moundou,8.56,16.08,soudanienne,26.36,30.75,22.08,0.19,78.27,0.85,20.28,22.02,10.110000000000014,77.75000000000001,10,2022,pluies,2.474540483282885,21.31482038816781,0,5.681061098883884,Mil,Maturation,3,2,1,1,0
2022-10-16,Moundou,8.56,16.08,soudanienne,25.62,29.37,22.02,0.29,79.59,0.6,20.97,21.6,10.120000000000015,77.81000000000002,10,2022,pluies,2.316433933150079,18.816743849315685,0,6.965122167172929,Arachide,Maturation,0,2,1,1,0
2022-10-17,Moundou,8.56,16.08,soudanienne,25.07,30.3,19.98,0.51,80.49,1.29,19.51,21.23,9.150000000000015,70.42000000000002,10,2022,pluies,2.5213817245343617,22.0775418948316,1,6.868506263846539,Mil,Maturation,3,2,1,1,0
2022-10-18,Moundou,8.56,16.08,soudanienne,25.47,30.5,20.99,1.07,81.92,1.38,22.32,21.89,7.210000000000014,61.90000000000001,10,2022,pluies,2.7948553982568445,20.92715162201747,1,6.36808001950718,Sorgho,Maturation,4,2,1,1,0
2022-10-19,Moundou,8.56,16.08,soudanienne,25.64,30.32,21.34,4.47,81.96,1.44,20.36,22.09,8.800000000000015,46.670000000000016,10,2022,pluies,2.4871029216972964,21.885181797451292,0,6.666215365917259,Mil,Maturation,3,2,1,1,0
2022-10-20,Moundou,8.56,16.08,soudanienne,25.19,29.25,21.47,3.24,83.91,1.33,18.16,22.11,11.210000000000015,31.950000000000014,10,2022,pluies,2.0434362195375515,21.96941563194428,0,5.529955735374003,Sorgho,Maturation,4,2,1,1,0
2022-10-21,Moundou,8.56,16.08,soudanienne,24.98,28.21,22.13,1.77,83.41,0.88,17.41,21.87,11.540000000000015,23.930000000000014,10,2022,pluies,2.0,27.428588368138854,0,5.802237736229671,Arachide,Maturation,0,2,1,1,0
2022-10-22,Moundou,8.56,16.08,soudanienne,25.25,29.4,21.79,6.67,82.93,1.49,19.75,21.99,18.020000000000014,28.130000000000017,10,2022,pluies,2.2010027402210306,25.072730422005126,2,6.651794542482429,Coton,Maturation,1,2,1,1,0
2022-10-23,Moundou,8.56,16.08,soudanienne,24.61,28.5,21.78,1.09,88.55,1.67,17.54,22.47,18.820000000000014,28.940000000000015,10,2022,pluies,2.0,18.505428151131536,0,5.6592820204343415,Sorgho,Maturation,4,2,1,1,0
2022-10-24,Moundou,8.56,16.08,soudanienne,24.77,28.94,21.95,0.14,81.8,1.5,24.04,21.19,18.450000000000014,27.600000000000012,10,2022,pluies,2.539011690299869,20.86053976369393,2,5.564090015610573,Arachide,Maturation,0,2,1,1,0
2022-10-25,Moundou,8.56,16.08,soudanienne,24.63,30.74,20.1,0.0,76.28,1.65,23.51,19.71,17.380000000000017,24.59000000000001,10,2022,pluies,3.053405432788912,10.705869145572025,2,6.423573872661696,Mil,Maturation,3,2,1,1,0
2022-10-26,Moundou,8.56,16.08,soudanienne,24.09,30.42,18.78,0.02,76.86,1.78,24.08,19.26,12.930000000000014,21.730000000000015,10,2022,pluies,3.2294705775669788,36.299219812296755,2,5.5513626914246625,Arachide,Maturation,0,2,1,1,0
2022-10-27,Moundou,8.56,16.08,soudanienne,24.5,30.75,19.53,0.0,76.59,1.67,24.27,19.66,9.690000000000015,20.900000000000016,10,2022,pluies,3.2269673498412295,26.368782143668817,0,5.7746707607271635,Mil,Maturation,3,2,1,1,0
2022-10-28,Moundou,8.56,16.08,soudanienne,25.07,30.48,20.13,0.01,75.16,1.36,23.25,19.95,7.930000000000014,19.470000000000013,10,2022,pluies,3.009086101437962,13.551006534095348,0,5.619972879156488,Mais,Maturation,2,2,1,1,0
2022-10-29,Moundou,8.56,16.08,soudanienne,25.86,31.56,20.41,0.0,71.03,1.28,23.06,19.79,1.2600000000000142,19.280000000000012,10,2022,pluies,3.154775555912657,13.720086054220308,2,6.301407372337243,Sorgho,Maturation,4,2,1,1,0
2022-10-30,Moundou,8.56,16.08,soudanienne,25.68,31.24,21.05,0.0,72.99,1.2,23.17,20.13,0.17000000000001422,18.990000000000013,10,2022,pluies,3.0178014322246445,10.635364680554975,0,6.515401365651036,Sorgho,Maturation,4,2,1,1,0
2022-10-31,Moundou,8.56,16.08,soudanienne,25.19,30.86,21.46,0.01,78.82,1.62,22.1,20.86,0.04000000000001421,18.490000000000016,10,2022,pluies,2.73345321297236,25.819830479618826,1,5.774963791457876,Sorgho,Maturation,4,2,1,1,0
2022-11-01,Moundou,8.56,16.08,soudanienne,25.8,31.67,20.75,0.0,75.16,1.57,21.29,20.71,0.04000000000001421,17.420000000000016,11,2022,seche,2.878468419171112,5.082859850103505,0,6.203136432489116,Coton,Repos,1,3,2,1,0
2022-11-02,Moundou,8.56,16.08,soudanienne,25.87,32.03,21.03,0.0,75.43,1.95,22.41,20.74,0.02000000000001421,12.950000000000014,11,2022,seche,3.0458561609549757,15.812332411731463,0,5.530256610033207,Mais,Repos,2,3,2,1,1
2022-11-03,Moundou,8.56,16.08,soudanienne,25.12,31.07,20.16,0.0,77.01,1.81,19.3,20.36,0.02000000000001421,9.710000000000013,11,2022,seche,2.567541055038985,14.251305102046073,2,5.896990544335618,Mil,Repos,3,3,2,1,0
2022-11-04,Moundou,8.56,16.08,soudanienne,24.42,30.01,19.45,0.0,75.04,1.47,21.8,19.31,0.010000000000014211,7.940000000000015,11,2022,seche,2.806691508985025,20.79337041496381,1,5.769406527610006,Mais,Repos,2,3,2,1,0
2022-11-05,Moundou,8.56,16.08,soudanienne,24.74,30.58,18.4,0.0,66.72,1.53,23.48,17.6,0.010000000000014211,1.2700000000000142,11,2022,seche,3.271200932879504,14.277435405927143,1,5.748946538373636,Sorgho,Repos,4,3,2,1,0
2022-11-06,Moundou,8.56,16.08,soudanienne,25.58,31.59,19.92,0.0,66.73,1.26,23.35,18.67,0.010000000000014211,0.18000000000001423,11,2022,seche,3.247131372761566,5.0,1,5.837529971586292,Sorgho,Repos,4,3,2,1,1
2022-11-07,Moundou,8.56,16.08,soudanienne,25.75,31.64,20.73,0.0,69.08,1.21,23.67,19.27,0.0,0.04000000000001421,11,2022,seche,3.1951171892933163,13.242175157502913,0,6.708016097947924,Mais,Repos,2,3,2,1,1
2022-11-08,Moundou,8.56,16.08,soudanienne,25.39,31.93,19.7,0.0,69.1,1.52,23.5,18.9,0.0,0.04000000000001421,11,2022,seche,3.3308286682114807,8.194864474396724,1,6.924625891072614,Sorgho,Repos,4,3,2,1,1
2022-11-09,Moundou,8.56,16.08,soudanienne,25.39,30.75,20.39,0.0,68.65,1.19,21.94,18.9,0.0,0.02000000000001421,11,2022,seche,2.8621191145572498,15.557056825895925,2,6.5590784423575,Mil,Repos,3,3,2,1,1
2022-11-10,Moundou,8.56,16.08,soudanienne,25.31,31.42,20.33,0.0,69.35,1.38,22.1,18.96,0.0,0.02000000000001421,11,2022,seche,2.9773100864919977,25.039239255642286,2,5.608383253513099,Mil,Repos,3,3,2,1,1
2022-11-11,Moundou,8.56,16.08,soudanienne,25.19,31.03,20.59,0.0,70.75,1.61,22.66,19.15,0.0,0.010000000000014211,11,2022,seche,2.9536946684845846,5.0,1,6.4422457183509865,Mais,Repos,2,3,2,1,0
2022-11-12,Moundou,8.56,16.08,soudanienne,24.83,31.09,18.73,0.0,68.77,1.52,21.03,18.25,0.0,0.010000000000014211,11,2022,seche,2.9576844621025877,9.398440852200673,0,6.601173003732239,Arachide,Repos,0,3,2,1,0
2022-11-13,Moundou,8.56,16.08,soudanienne,24.9,31.31,19.33,0.0,63.92,1.35,23.77,17.22,0.0,0.010000000000014211,11,2022,seche,3.2966547339378183,11.13114932351552,0,5.666687985625521,Mais,Repos,2,3,2,1,1
2022-11-14,Moundou,8.56,16.08,soudanienne,24.56,31.33,18.97,0.0,71.91,1.83,23.55,18.67,0.0,0.0,11,2022,seche,3.2911228771241148,12.328582332107521,0,5.9414841601105,Sorgho,Repos,4,3,2,1,0
2022-11-15,Moundou,8.56,16.08,soudanienne,25.16,31.38,18.75,0.0,68.2,1.47,23.11,18.45,0.0,0.0,11,2022,seche,3.3109596837810504,20.18087964873671,0,6.142571982735261,Arachide,Repos,0,3,2,1,0
2022-11-16,Moundou,8.56,16.08,soudanienne,24.89,30.99,19.49,0.0,69.01,1.47,23.17,18.42,0.0,0.0,11,2022,seche,3.1476693694462043,13.785189077070287,0,5.966085984946989,Mais,Repos,2,3,2,1,0
2022-11-17,Moundou,8.56,16.08,soudanienne,24.97,31.14,18.67,0.0,64.87,1.34,23.44,17.47,0.0,0.0,11,2022,seche,3.322141171314736,17.910619080043116,0,6.2774775859885885,Mil,Repos,3,3,2,1,0
2022-11-18,Moundou,8.56,16.08,soudanienne,24.69,30.9,18.12,0.0,61.72,1.66,23.13,16.34,0.0,0.0,11,2022,seche,3.296976031326262,10.619588693877565,0,5.69638029924366,Mil,Repos,3,3,2,1,0
2022-11-19,Moundou,8.56,16.08,soudanienne,24.63,31.04,18.16,0.0,62.52,1.43,22.86,16.53,0.0,0.0,11,2022,seche,3.2665942137363797,16.609470417925564,0,6.167124104808091,Arachide,Repos,0,3,2,1,1
2022-11-20,Moundou,8.56,16.08,soudanienne,23.98,31.36,17.37,0.0,65.16,1.65,23.14,16.46,0.0,0.0,11,2022,seche,3.3933499239009914,20.444583416144006,0,6.599920363424044,Arachide,Repos,0,3,2,1,1
2022-11-21,Moundou,8.56,16.08,soudanienne,24.42,30.86,18.15,0.0,61.95,1.26,23.18,16.11,0.0,0.0,11,2022,seche,3.274103732959057,9.87390315184038,0,6.191399864446696,Mil,Repos,3,3,2,1,1
2022-11-22,Moundou,8.56,16.08,soudanienne,24.68,31.21,16.56,0.0,53.69,1.31,23.19,13.96,0.0,0.0,11,2022,seche,3.5382789453946955,20.469506838645604,1,5.815652364511243,Sorgho,Repos,4,3,2,1,0
2022-11-23,Moundou,8.56,16.08,soudanienne,24.38,31.22,16.56,0.0,56.83,1.42,22.72,14.77,0.0,0.0,11,2022,seche,3.4432605490754273,15.36660938109298,0,6.703168808563383,Arachide,Repos,0,3,2,1,0
2022-11-24,Moundou,8.56,16.08,soudanienne,24.92,31.34,17.77,0.0,60.48,1.22,22.29,16.43,0.0,0.0,11,2022,seche,3.291692329353898,22.318221683375768,1,6.091593376722354,Mil,Repos,3,3,2,1,1
2022-11-25,Moundou,8.56,16.08,soudanienne,24.59,31.3,18.25,0.0,64.82,1.46,22.4,17.12,0.0,0.0,11,2022,seche,3.2188792838670253,13.590060699461185,2,6.137638600871124,Mil,Repos,3,3,2,1,1
2022-11-26,Moundou,8.56,16.08,soudanienne,24.87,31.22,18.51,0.0,60.37,1.0,22.56,16.07,0.0,0.0,11,2022,seche,3.220494134832774,17.668712586134692,0,6.036435279233116,Mais,Repos,2,3,2,1,1
2022-11-27,Moundou,8.56,16.08,soudanienne,25.47,31.29,18.45,0.0,55.21,0.84,22.44,15.46,0.0,0.0,11,2022,seche,3.2649779961577567,14.71575637825029,2,5.9345974511381065,Coton,Repos,1,3,2,1,1
2022-11-28,Moundou,8.56,16.08,soudanienne,24.05,29.44,18.46,0.0,61.4,1.37,21.78,15.78,0.0,0.0,11,2022,seche,2.8342783991583906,14.326514165715947,1,6.402921899627707,Sorgho,Repos,4,3,2,1,1
2022-11-29,Moundou,8.56,16.08,soudanienne,24.44,30.57,17.79,0.0,57.36,1.56,22.38,14.84,0.0,0.0,11,2022,seche,3.171300658586733,16.81251299757983,0,5.781710948704863,Mil,Repos,3,3,2,1,0
2022-11-30,Moundou,8.56,16.08,soudanienne,24.47,29.95,18.17,0.0,57.5,1.27,22.02,14.92,0.0,0.0,11,2022,seche,2.997852126336243,18.757652284574327,0,6.653844540662931,Sorgho,Repos,4,3,2,1,0
2022-12-01,Moundou,8.56,16.08,soudanienne,24.97,31.25,18.91,0.0,58.88,1.49,20.68,15.95,0.0,0.0,12,2022,seche,2.9156498279327963,6.2530456165319634,2,6.222549244287153,Mil,Repos,3,3,2,1,1
2022-12-02,Moundou,8.56,16.08,soudanienne,24.86,31.07,19.12,0.0,63.34,1.53,21.23,17.09,0.0,0.0,12,2022,seche,2.93793915338802,25.035435261725144,1,6.825381244910854,Sorgho,Repos,4,3,2,1,0
2022-12-03,Moundou,8.56,16.08,soudanienne,24.76,32.18,18.96,0.0,69.87,1.69,19.39,18.32,0.0,0.0,12,2022,seche,2.815679086029441,5.0,0,6.908336266914884,Mil,Repos,3,3,2,1,0
2022-12-04,Moundou,8.56,16.08,soudanienne,24.57,32.22,19.44,0.0,66.77,1.9,21.78,17.27,0.0,0.0,12,2022,seche,3.095777685044234,10.206315231827729,2,6.074459469251966,Mais,Repos,2,3,2,1,1
2022-12-05,Moundou,8.56,16.08,soudanienne,24.43,31.36,17.22,0.0,60.02,1.32,22.03,15.34,0.0,0.0,12,2022,seche,3.282829159915293,14.340116504645696,1,5.738234817621693,Mil,Repos,3,3,2,1,0
2022-12-06,Moundou,8.56,16.08,soudanienne,24.6,31.3,19.17,0.0,61.85,1.78,21.86,16.27,0.0,0.0,12,2022,seche,3.0292450977983196,17.886491783601638,1,6.25789009667171,Sorgho,Repos,4,3,2,1,1
2022-12-07,Moundou,8.56,16.08,soudanienne,23.84,29.69,17.52,0.0,63.32,1.16,19.47,15.98,0.0,0.0,12,2022,seche,2.6540552571088702,26.03320769418965,2,5.905677664074196,Arachide,Repos,0,3,2,1,1
2022-12-08,Moundou,8.56,16.08,soudanienne,24.38,30.72,17.82,0.0,59.65,1.44,20.21,15.53,0.0,0.0,12,2022,seche,2.8731330848317223,5.0,1,6.139784431055016,Arachide,Repos,0,3,2,1,1
2022-12-09,Moundou,8.56,16.08,soudanienne,23.72,30.07,16.32,0.0,57.71,1.28,21.77,14.24,0.0,0.0,12,2022,seche,3.145249645487153,11.446141101272026,0,6.0661643083657095,Mil,Repos,3,3,2,1,0
2022-12-10,Moundou,8.56,16.08,soudanienne,24.05,30.83,16.37,0.0,55.67,1.47,22.34,14.04,0.0,0.0,12,2022,seche,3.33619000335531,5.0,1,6.17570822280859,Sorgho,Repos,4,3,2,1,1
2022-12-11,Moundou,8.56,16.08,soudanienne,24.59,31.12,18.42,0.0,54.69,1.2,21.86,14.52,0.0,0.0,12,2022,seche,3.0988705432638386,15.221353817371734,1,6.247848388788191,Sorgho,Repos,4,3,2,1,0
2022-12-12,Moundou,8.56,16.08,soudanienne,23.85,30.78,17.67,0.0,52.25,1.12,22.37,12.76,0.0,0.0,12,2022,seche,3.165704217346694,16.901785091500216,0,6.441143339781451,Mil,Repos,3,3,2,1,1
2022-12-13,Moundou,8.56,16.08,soudanienne,25.04,31.36,18.54,0.0,46.03,1.01,21.95,11.95,0.0,0.0,12,2022,seche,3.159482821815528,26.135570195198767,0,5.505720954409954,Sorgho,Repos,4,3,2,1,1
2022-12-14,Moundou,8.56,16.08,soudanienne,24.7,31.47,17.01,0.0,48.55,1.22,22.22,12.48,0.0,0.0,12,2022,seche,3.369807792536745,15.84444332625418,0,5.8846305623073505,Mil,Repos,3,3,2,1,0
2022-12-15,Moundou,8.56,16.08,soudanienne,24.3,30.69,17.86,0.0,59.68,1.16,21.98,15.51,0.0,0.0,12,2022,seche,3.110363244833717,22.308175906096658,0,5.755381317343046,Mil,Repos,3,3,2,1,0
2022-12-16,Moundou,8.56,16.08,soudanienne,24.12,31.26,17.79,0.0,53.95,1.4,22.42,13.46,0.0,0.0,12,2022,seche,3.2368955025830233,19.086859570773413,0,6.5656699894992165,Mil,Repos,3,3,2,1,1
2022-12-17,Moundou,8.56,16.08,soudanienne,23.39,30.82,17.05,0.0,50.47,1.41,21.44,11.88,0.0,0.0,12,2022,seche,3.0751870860384702,11.953262620963821,1,6.748490766893215,Sorgho,Repos,4,3,2,1,0
2022-12-18,Moundou,8.56,16.08,soudanienne,23.73,31.03,16.04,0.0,47.47,1.2,22.06,11.23,0.0,0.0,12,2022,seche,3.328558964372677,5.137274772455726,1,6.588634686262772,Arachide,Repos,0,3,2,1,1
2022-12-19,Moundou,8.56,16.08,soudanienne,23.17,30.9,15.1,0.0,49.07,1.27,22.54,10.98,0.0,0.0,12,2022,seche,3.444581131023229,16.925016088042675,0,6.96199571864887,Coton,Repos,1,3,2,1,0
2022-12-20,Moundou,8.56,16.08,soudanienne,21.86,30.48,13.43,0.0,51.08,1.79,22.59,10.36,0.0,0.0,12,2022,seche,3.471515682884259,5.0,1,5.6158712944470635,Arachide,Repos,0,3,2,1,1
